experiment,model,provider,condition,trial,chosen_product,price_usd,planned_budget,num_steps,steps,capped,ok,error
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,0,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,1,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,2,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,3,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,4,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,5,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,6,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,7,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,8,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,9,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,10,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,11,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,12,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,13,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,14,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,15,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,16,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,17,option_2,,,1,choose_product,False,True,
decoy-effect-agentic,Claude Opus 4.8,anthropic,film_no_decoy_shot,18,option_2,,,1,choose_product,False,True,
